
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000757                       # Number of seconds simulated (Second)
simTicks                                    757325772                       # Number of ticks simulated (Tick)
finalTick                                   757325772                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      6.89                       # Real time elapsed on the host (Second)
hostTickRate                                109941391                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     800780                       # Number of bytes of host memory used (Byte)
simInsts                                      1916896                       # Number of instructions simulated (Count)
simOps                                        3412735                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   278273                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     495421                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          2575939                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.343807                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.744154                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         3833601                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      295                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        3753534                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1005                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               421093                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            519252                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 193                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             2375986                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.579780                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.966171                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   1032819     43.47%     43.47% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    433080     18.23%     61.70% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    289498     12.18%     73.88% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    238159     10.02%     83.90% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    154302      6.49%     90.40% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                     66202      2.79%     93.18% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     71464      3.01%     96.19% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     73717      3.10%     99.30% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     16745      0.70%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               2375986                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                   11689     73.35%     73.35% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     73.35% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     73.35% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     73.35% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     73.35% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     73.35% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     73.35% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     73.35% # attempts to use FU when none available (Count)
