
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001133                       # Number of seconds simulated (Second)
simTicks                                   1133349375                       # Number of ticks simulated (Tick)
finalTick                                  1133349375                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      7.40                       # Real time elapsed on the host (Second)
hostTickRate                                153083827                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     802832                       # Number of bytes of host memory used (Byte)
simInsts                                      1916896                       # Number of instructions simulated (Count)
simOps                                        3412735                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   258915                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     460958                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          1813360                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.945988                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.057096                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         3899254                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      253                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        3769013                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    767                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               486751                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            717536                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 151                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             1715617                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.196885                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.079781                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                    466513     27.19%     27.19% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    307896     17.95%     45.14% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    307514     17.92%     63.06% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    233380     13.60%     76.67% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    121769      7.10%     83.76% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    105633      6.16%     89.92% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     94916      5.53%     95.45% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     65300      3.81%     99.26% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     10627      0.62%     99.88% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::9                      1618      0.09%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::10                      428      0.02%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::11                       22      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::12                        1      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                12                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               1715617                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                   22771     85.54%     85.54% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     85.54% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     85.54% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     85.54% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     85.54% # attempts to use FU when none available (Count)
