
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001830                       # Number of seconds simulated (Second)
simTicks                                   1829747094                       # Number of ticks simulated (Tick)
finalTick                                  1829747094                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      6.25                       # Real time elapsed on the host (Second)
hostTickRate                                292707222                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     799444                       # Number of bytes of host memory used (Byte)
simInsts                                      1916896                       # Number of instructions simulated (Count)
simOps                                        3412735                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   306645                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     545932                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          2562672                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.336886                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.748007                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         3527963                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      135                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        3512952                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     22                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               115342                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            134592                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  33                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             2452724                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.432266                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.219163                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                    714727     29.14%     29.14% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    559849     22.83%     51.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    752726     30.69%     82.66% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    285118     11.62%     94.28% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    115103      4.69%     98.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                     21081      0.86%     99.83% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                      2567      0.10%     99.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                      1347      0.05%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                       205      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::9                         1      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::10                        0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::11                        0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::12                        0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 9                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               2452724                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                     634     59.14%     59.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     59.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     59.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     59.14% # attempts to use FU when none available (Count)
