
---------- Begin Simulation Statistics ----------
simSeconds                                   0.002301                       # Number of seconds simulated (Second)
simTicks                                   2300966000                       # Number of ticks simulated (Tick)
finalTick                                  2300966000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      6.08                       # Real time elapsed on the host (Second)
hostTickRate                                378591199                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     805192                       # Number of bytes of host memory used (Byte)
simInsts                                      1916896                       # Number of instructions simulated (Count)
simOps                                        3412735                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   315393                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     561507                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          2300967                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.200361                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.833083                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         3556235                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      194                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        3544513                       # Number of instructions issued (Count)
system.cpu.squashedInstsExamined               143673                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            102066                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  92                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             2232451                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.587723                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.158192                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                    531849     23.82%     23.82% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    436222     19.54%     43.36% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    799459     35.81%     79.17% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    351019     15.72%     94.90% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    113344      5.08%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                       408      0.02%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                       150      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                         0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                         0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::9                         0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::10                        0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::11                        0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::12                        0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 6                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               2232451                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      0.00% # attempts to use FU when none available (Count)
