
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000653                       # Number of seconds simulated (Second)
simTicks                                    652709806                       # Number of ticks simulated (Tick)
finalTick                                   652709806                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      6.20                       # Real time elapsed on the host (Second)
hostTickRate                                105192283                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     805200                       # Number of bytes of host memory used (Byte)
simInsts                                      1916896                       # Number of instructions simulated (Count)
simOps                                        3412735                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   308926                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     549994                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          2347878                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.224833                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.816438                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         3763245                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      221                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        3719258                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     60                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               350725                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            294401                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 119                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             2140776                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.737341                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.757621                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                    796020     37.18%     37.18% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    300847     14.05%     51.24% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    323000     15.09%     66.32% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    346842     16.20%     82.53% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    233361     10.90%     93.43% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                     76996      3.60%     97.02% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     33790      1.58%     98.60% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     28699      1.34%     99.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      1166      0.05%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::9                        50      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::10                        5      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::11                        0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::12                        0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                10                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               2140776                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                     405     11.21%     11.21% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     11.21% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     11.21% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     11.21% # attempts to use FU when none available (Count)
