
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001639                       # Number of seconds simulated (Second)
simTicks                                   1639075536                       # Number of ticks simulated (Tick)
finalTick                                  1639075536                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      5.89                       # Real time elapsed on the host (Second)
hostTickRate                                278119917                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     803540                       # Number of bytes of host memory used (Byte)
simInsts                                      1916896                       # Number of instructions simulated (Count)
simOps                                        3412735                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   325257                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     579068                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          2295625                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.197574                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.835021                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         3606716                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      206                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        3590519                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     32                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               194179                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            147147                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 104                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             2208431                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.625823                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.104296                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                    453249     20.52%     20.52% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    482979     21.87%     42.39% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    773713     35.03%     77.43% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    438081     19.84%     97.26% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                     58130      2.63%     99.90% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                      1027      0.05%     99.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                       604      0.03%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                       598      0.03%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                        44      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::9                         6      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::10                        0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::11                        0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::12                        0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 9                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               2208431                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                     891     95.81%     95.81% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     95.81% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     95.81% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     95.81% # attempts to use FU when none available (Count)
